GeneSymbol,0,1,clust,pathway
Abcc9,-0.019146811,-0.21284841,2,"['ATP sensitive Potassium channels', 'ABC-family proteins mediated transport', 'Ion homeostasis']"
Abcd1,-0.39910626,-0.10073646,3,"['ABC transporters in lipid homeostasis', 'Linoleic acid (LA) metabolism', 'alpha-linolenic acid (ALA) metabolism', 'Beta-oxidation of very long chain fatty acids', 'Class I peroxisomal membrane protein import']"
Abcd3,-0.37173584,-0.028591758,3,"['ABC transporters in lipid homeostasis', 'RHOA GTPase cycle', 'RHOC GTPase cycle', 'Class I peroxisomal membrane protein import']"
Abcd4,-0.1452567,-0.027086707,3,"['Uptake of dietary cobalamins into enterocytes', 'Transport of RCbl within the body']"
Abce1,0.15513024,0.68263894,0,"['OAS antiviral response', 'Interferon alpha/beta signaling']"
Abcf1,-0.02830321,0.24788964,0,['ABC-family proteins mediated transport']
Abcg1,-0.036492694,-0.23895057,3,"['ABC transporters in lipid homeostasis', 'HDL remodeling']"
Abcg4,-0.15740058,-0.017434353,3,['ABC transporters in lipid homeostasis']
Abcg5,-0.060074933,-0.21993794,3,['ABC transporters in lipid homeostasis']
Abcg8,-0.04079491,-0.22829887,2,['ABC transporters in lipid homeostasis']
Abhd10,-0.124028206,0.00895405,3,['Glucuronidation']
Abhd12,-0.028018441,-0.07030097,0,['Arachidonate production from DAG']
Abhd17a,0.089291185,-0.01562529,0,['RAS processing']
Abhd17b,0.20671366,-0.00026088482,2,['RAS processing']
Abhd17c,0.13396683,-0.05768938,2,['RAS processing']
Abhd3,-0.133049,0.08226907,3,['Synthesis of PC']
Abhd4,-0.26232982,0.023647826,3,['Acyl chain remodelling of PE']
Abhd6,-0.12451149,-0.08439264,0,['Arachidonate production from DAG']
Abi1,0.16688603,-0.4142433,2,"['Regulation of actin dynamics for phagocytic cup formation', 'VEGFA-VEGFR2 Pathway', 'RHO GTPases Activate WASPs and WAVEs', 'RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle']"
Abi2,0.05107465,-0.32055295,2,"['Regulation of actin dynamics for phagocytic cup formation', 'VEGFA-VEGFR2 Pathway', 'RHO GTPases Activate WASPs and WAVEs', 'RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle']"
Abl1,0.6249683,-0.2088356,2,"['Regulation of actin dynamics for phagocytic cup formation', 'Role of ABL in ROBO-SLIT signaling', 'Myogenesis', 'RHO GTPases Activate WASPs and WAVEs', 'HDR through Single Strand Annealing (SSA)', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Cyclin D associated events in G1', 'RUNX1 regulates transcription of genes involved in differentiation of HSCs']"
Abo,-0.18566309,-0.03521665,3,['ABO blood group biosynthesis']
Abr,0.26047757,-0.31779483,2,"['NRAGE signals death through JNK', 'G alpha (12/13) signalling events', 'RHOA GTPase cycle', 'RHOB GTPase cycle', 'RHOC GTPase cycle', 'CDC42 GTPase cycle', 'RAC1 GTPase cycle', 'RAC2 GTPase cycle', 'RAC3 GTPase cycle']"
Abraxas1,0.26522988,0.38857824,1,"['Metalloprotease DUBs', 'Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks', 'Nonhomologous End-Joining (NHEJ)', 'Processing of DNA double-strand break ends', 'G2/M DNA damage checkpoint']"
Acaa1b,-0.4682221,0.06963896,3,"['alpha-linolenic acid (ALA) metabolism', 'Beta-oxidation of very long chain fatty acids', 'Neutrophil degranulation', 'Peroxisomal protein import']"
Acaa2,-0.28472432,0.035917882,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acaca,0.053509556,0.02666588,0,"['ChREBP activates metabolic gene expression', 'Biotin transport and metabolism', 'Carnitine metabolism', 'Fatty acyl-CoA biosynthesis']"
Acacb,0.14908409,0.02756228,1,"['ChREBP activates metabolic gene expression', 'Biotin transport and metabolism', 'Carnitine metabolism']"
Acad10,-0.39008987,0.19085309,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acad9,-0.16297266,0.13220444,0,['Complex I biogenesis']
Acadm,-0.2543204,0.09722213,3,"['mitochondrial fatty acid beta-oxidation of unsaturated fatty acids', 'Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA', 'Beta oxidation of octanoyl-CoA to hexanoyl-CoA']"
Acads,-0.34943125,-0.081509896,3,"['Beta oxidation of hexanoyl-CoA to butanoyl-CoA', 'Beta oxidation of butanoyl-CoA to acetyl-CoA']"
Acadsb,-0.33610967,-0.005349268,3,['Branched-chain amino acid catabolism']
Acadvl,-0.25858432,0.08214132,3,['Beta oxidation of palmitoyl-CoA to myristoyl-CoA']
Acan,0.093023,-0.2784739,2,"['Degradation of the extracellular matrix', 'Keratan sulfate biosynthesis', 'Keratan sulfate degradation', 'ECM proteoglycans']"
Acat1,-0.24572389,0.10209132,0,"['Branched-chain amino acid catabolism', 'Utilization of Ketone Bodies', 'Synthesis of Ketone Bodies']"
Acat2,-0.2349174,0.16502173,3,['Cholesterol biosynthesis']
Acbd4,-0.21864991,0.062498607,3,['Peroxisomal lipid metabolism']
Acbd5,-0.30820674,-0.16586636,3,"['Peroxisomal lipid metabolism', 'RHOA GTPase cycle', 'RHOC GTPase cycle', 'Class I peroxisomal membrane protein import']"
Acbd6,-0.22615232,-0.1614651,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acbd7,-0.15914035,-0.11689917,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acd,0.008498216,0.12444335,0,"['Telomere Extension By Telomerase', 'Polymerase switching on the C-strand of the telomere', 'Processive synthesis on the C-strand of the telomere', 'Telomere C-strand (Lagging Strand) Synthesis', 'Telomere C-strand synthesis initiation', 'Removal of the Flap Intermediate from the C-strand']"
Ace,0.28478184,-0.118884325,2,['Metabolism of Angiotensinogen to Angiotensins']
Ace2,0.15188979,-0.14166707,2,['Metabolism of Angiotensinogen to Angiotensins']
Acer1,-0.38176754,-0.05178427,3,['Sphingolipid de novo biosynthesis']
Acer2,-0.31170106,-0.16485442,3,['Sphingolipid de novo biosynthesis']
Acer3,-0.26064888,0.082195766,3,['Sphingolipid de novo biosynthesis']
Acin1,0.13846897,0.23961973,0,['Apoptotic cleavage of cellular proteins']
Ackr2,0.10386514,-0.15514019,2,['Chemokine receptors bind chemokines']
Ackr3,0.19615896,-0.07533597,2,"['Chemokine receptors bind chemokines', 'G alpha (i) signalling events']"
Ackr4,-0.14893839,-0.09358151,3,['Chemokine receptors bind chemokines']
Acly,-0.14657383,0.1672236,0,"['Neutrophil degranulation', 'Fatty acyl-CoA biosynthesis']"
Aco1,-0.12195473,0.18335856,0,['Iron uptake and transport']
Aco2,-0.034532674,0.19168285,0,['Citric acid cycle (TCA cycle)']
Acot1,-0.10896071,0.075250156,3,"['Mitochondrial Fatty Acid Beta-Oxidation', 'Peroxisomal protein import']"
Acot11,-0.38415504,0.10577981,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acot12,-0.20333022,-0.23049966,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acot13,-0.12752633,-0.12390694,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acot2,-0.12702547,0.09160673,3,"['Mitochondrial Fatty Acid Beta-Oxidation', 'Peroxisomal protein import']"
Acot3,-0.045111742,0.14722821,0,"['Mitochondrial Fatty Acid Beta-Oxidation', 'Peroxisomal protein import']"
Acot4,-0.21829452,0.13785768,3,"['Beta-oxidation of very long chain fatty acids', 'Peroxisomal protein import']"
Acot5,-0.1603687,0.07778784,3,"['Mitochondrial Fatty Acid Beta-Oxidation', 'Peroxisomal protein import']"
Acot7,-0.15401287,0.13352326,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acot8,-0.35022497,0.11071436,3,"['Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol', 'alpha-linolenic acid (ALA) metabolism', 'Beta-oxidation of pristanoyl-CoA', 'Beta-oxidation of very long chain fatty acids', 'Peroxisomal protein import']"
Acot9,-0.23485515,0.06768008,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acox1,-0.07294558,-0.04826896,0,"['alpha-linolenic acid (ALA) metabolism', 'Beta-oxidation of very long chain fatty acids', 'Peroxisomal protein import']"
Acox2,-0.33096597,0.00063116744,3,"['Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol', 'Beta-oxidation of pristanoyl-CoA', 'Peroxisomal protein import']"
Acox3,-0.31113732,0.08582582,3,"['Beta-oxidation of pristanoyl-CoA', 'Peroxisomal protein import']"
Acoxl,-0.3884367,0.06394174,3,['Beta-oxidation of pristanoyl-CoA']
Acp5,-0.07063623,-0.13489445,2,['Vitamin B2 (riboflavin) metabolism']
Acp6,-0.016232703,0.066324614,3,['Synthesis of PA']
Acpp,-0.2068647,-0.045117352,3,['Neutrophil degranulation']
Acr,-0.102231845,-0.09959456,3,['Acrosome Reaction and Sperm:Oocyte Membrane Binding']
Acsbg1,-0.17205103,-0.2211495,3,['Synthesis of very long-chain fatty acyl-CoAs']
Acsbg2,-0.2126385,-0.024757026,3,['Synthesis of very long-chain fatty acyl-CoAs']
Acsf2,-0.0764118,0.035247784,3,['Mitochondrial Fatty Acid Beta-Oxidation']
Acsf3,-0.24909687,-0.088947356,3,['Synthesis of very long-chain fatty acyl-CoAs']
Acsl1,-0.20343569,-0.06741944,3,"['Linoleic acid (LA) metabolism', 'alpha-linolenic acid (ALA) metabolism', 'Synthesis of very long-chain fatty acyl-CoAs']"
Acsl3,-0.12876911,-0.050579928,3,"['Intracellular metabolism of fatty acids regulates insulin secretion', 'Synthesis of very long-chain fatty acyl-CoAs']"
Acsl4,-0.1063162,-0.11353306,3,"['Intracellular metabolism of fatty acids regulates insulin secretion', 'Synthesis of very long-chain fatty acyl-CoAs']"
Acsl5,-0.33441347,-0.10992101,3,['Synthesis of very long-chain fatty acyl-CoAs']
Acsl6,-0.060501277,-0.13651897,3,['Synthesis of very long-chain fatty acyl-CoAs']
Acsm1,-0.34393555,-0.097467944,3,"['Conjugation of benzoate with glycine', 'Conjugation of phenylacetate with glutamine']"
Acsm2,-0.3577838,-0.1274208,3,"['Conjugation of salicylate with glycine', 'Conjugation of benzoate with glycine', 'Conjugation of phenylacetate with glutamine', 'Aspirin ADME']"
Acsm4,-0.11999533,0.18715312,0,"['Conjugation of salicylate with glycine', 'Aspirin ADME']"
Acsm5,-0.28674325,-0.12038246,3,"['Conjugation of salicylate with glycine', 'Aspirin ADME']"
Acss1,-0.14401068,0.06788873,0,['Ethanol oxidation']
Acss2,-0.08776354,-0.049266335,0,"['Transcriptional activation of mitochondrial biogenesis', 'Ethanol oxidation']"
Acss3,-0.41709444,-0.087635756,3,['Synthesis of Ketone Bodies']
Acta1,0.509947,-0.079718344,2,['Striated Muscle Contraction']
Acta2,0.47501773,-0.1825208,2,['Smooth Muscle Contraction']
Actb,0.39899975,-0.14666817,1,"['Gap junction degradation', 'Formation of annular gap junctions', 'Regulation of actin dynamics for phagocytic cup formation', 'EPHB-mediated forward signaling', 'Adherens junctions interactions', 'Recycling pathway of L1', 'VEGFA-VEGFR2 Pathway', 'Interaction between L1 and Ankyrins', 'Cell-extracellular matrix interactions', 'RHO GTPases activate IQGAPs', 'RHO GTPases Activate WASPs and WAVEs', 'RHO GTPases Activate Formins', 'MAP2K and MAPK activation', 'Clathrin-mediated endocytosis', 'RHOBTB2 GTPase cycle']"
Actc1,0.28012207,0.021803742,1,"['Striated Muscle Contraction', 'RHOA GTPase cycle', 'RHOB GTPase cycle']"
Actg1,0.5080725,-0.1335445,2,"['Platelet degranulation ', 'Gap junction degradation', 'Formation of annular gap junctions', 'Regulation of actin dynamics for phagocytic cup formation', 'EPHB-mediated forward signaling', 'Adherens junctions interactions', 'Recycling pathway of L1', 'VEGFA-VEGFR2 Pathway', 'Interaction between L1 and Ankyrins', 'Cell-extracellular matrix interactions', 'B-WICH complex positively regulates rRNA expression', 'RHO GTPases activate IQGAPs', 'RHO GTPases Activate WASPs and WAVEs', 'RHO GTPases Activate Formins', 'MAP2K and MAPK activation', 'UCH proteinases', 'DNA Damage Recognition in GG-NER', 'Clathrin-mediated endocytosis', 'RHOF GTPase cycle']"
Actg2,0.18296969,-0.16064653,2,['Smooth Muscle Contraction']
Actl6a,0.44869485,0.18318087,1,"['RMTs methylate histone arginines', 'UCH proteinases', 'DNA Damage Recognition in GG-NER', 'RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known']"
Actl6b,0.27940756,0.25322115,1,"['RMTs methylate histone arginines', 'RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known']"
Actn1,0.40307948,-0.13455644,2,"['Platelet degranulation ', 'Regulation of cytoskeletal remodeling and cell spreading by IPP complex components', 'RHOD GTPase cycle', 'RHOBTB2 GTPase cycle', 'RHOF GTPase cycle']"
Actn2,0.20235722,-0.27169558,2,"['Platelet degranulation ', 'Striated Muscle Contraction', 'Unblocking of NMDA receptors, glutamate binding and activation', 'RAF/MAP kinase cascade']"
Actn3,0.10871603,-0.13355328,2,['Striated Muscle Contraction']
Actn4,0.44724238,-0.23311147,2,['Platelet degranulation ']
Actr10,0.114750504,0.01917095,1,"['MHC class II antigen presentation', 'HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand', 'Neutrophil degranulation', 'COPI-mediated anterograde transport', 'COPI-independent Golgi-to-ER retrograde traffic']"
Actr1a,0.14069687,0.004791229,1,"['MHC class II antigen presentation', 'Regulation of PLK1 Activity at G2/M Transition', 'HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand', 'Loss of Nlp from mitotic centrosomes', 'Recruitment of mitotic centrosome proteins and complexes', 'Loss of proteins required for interphase microtubule organization from the centrosome', 'Recruitment of NuMA to mitotic centrosomes', 'Anchoring of the basal body to the plasma membrane', 'COPI-mediated anterograde transport', 'COPI-independent Golgi-to-ER retrograde traffic', 'AURKA Activation by TPX2']"
Actr1b,-0.05707598,-0.048620366,3,"['MHC class II antigen presentation', 'Neutrophil degranulation']"
Actr2,0.25058147,-0.25794262,2,"['Regulation of actin dynamics for phagocytic cup formation', 'EPHB-mediated forward signaling', 'RHO GTPases Activate WASPs and WAVEs', 'Neutrophil degranulation', 'Clathrin-mediated endocytosis']"
Actr3,0.19292833,-0.32354653,2,"['Regulation of actin dynamics for phagocytic cup formation', 'EPHB-mediated forward signaling', 'RHO GTPases Activate WASPs and WAVEs', 'Clathrin-mediated endocytosis']"
Actr8,0.20839465,0.34521124,1,"['UCH proteinases', 'DNA Damage Recognition in GG-NER']"
Acvr1b,0.22454964,-0.196633,2,['Signaling by Activin']
Acvr1c,0.10073889,0.015084356,1,['Signaling by Activin']
Acvr2a,0.07987673,0.04435932,0,"['Signaling by Activin', 'Signaling by BMP']"
Acvr2b,0.16494378,-0.06532953,2,"['Signaling by Activin', 'Signaling by BMP']"
Acvrl1,0.10205436,-0.086046346,2,['Signaling by BMP']
Ada,0.0450671,0.16812052,0,['Purine salvage']
Adal,0.13166693,0.20546873,0,"['Abacavir metabolism', 'Purine salvage']"
Adam10,0.25746664,-0.28903794,2,"['Degradation of the extracellular matrix', 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)', 'Neutrophil degranulation', 'Post-translational protein phosphorylation', 'NOTCH3 Activation and Transmission of Signal to the Nucleus']"
Adam11,-0.14676796,0.008194023,3,['LGI-ADAM interactions']
Adam12,0.24646741,-0.2769011,2,['Invadopodia formation']
Adam15,0.1886608,-0.21443096,2,"['Degradation of the extracellular matrix', 'Invadopodia formation']"
Adam17,0.3654112,-0.33941153,2,"['Regulated proteolysis of p75NTR', 'TNF signaling']"
Adam19,-0.12573725,-0.14719863,3,['Invadopodia formation']
Adam2,-0.09532306,-0.048923355,3,['Interaction With Cumulus Cells And The Zona Pellucida']
Adam21,-0.09884817,0.05884857,3,['Interaction With Cumulus Cells And The Zona Pellucida']
Adam22,-0.05178952,-0.31916696,2,['LGI-ADAM interactions']
Adam30,-0.2561043,-0.08479997,3,['Interaction With Cumulus Cells And The Zona Pellucida']
Adam8,0.022337155,-0.03335778,0,"['Degradation of the extracellular matrix', 'Neutrophil degranulation']"
Adamts1,-0.109812275,-0.03070201,3,['O-glycosylation of TSR domain-containing proteins']
Adamts10,-0.16784665,-0.013983223,3,['O-glycosylation of TSR domain-containing proteins']
Adamts12,-0.2628383,0.10785666,3,['O-glycosylation of TSR domain-containing proteins']
Adamts13,-0.02936081,-0.09152142,0,['O-glycosylation of TSR domain-containing proteins']
Adamts14,-0.15309225,0.06621333,3,"['Collagen biosynthesis and modifying enzymes', 'O-glycosylation of TSR domain-containing proteins']"
Adamts15,-0.30851975,0.20764436,0,['O-glycosylation of TSR domain-containing proteins']
Adamts16,-0.1771002,0.034564458,3,['O-glycosylation of TSR domain-containing proteins']
Adamts17,-0.22277929,0.030192448,3,['O-glycosylation of TSR domain-containing proteins']
Adamts18,-0.2937008,0.10087495,3,['O-glycosylation of TSR domain-containing proteins']
Adamts19,-0.07056561,-0.022982024,3,['O-glycosylation of TSR domain-containing proteins']
Adamts2,-0.19206192,-0.05492616,3,"['Collagen biosynthesis and modifying enzymes', 'O-glycosylation of TSR domain-containing proteins']"
Adamts20,-0.19679512,0.0077588027,3,['O-glycosylation of TSR domain-containing proteins']
Adamts3,-0.10976056,-0.08645484,3,"['Collagen biosynthesis and modifying enzymes', 'O-glycosylation of TSR domain-containing proteins']"
Adamts5,-0.13160485,-0.003247573,3,"['Degradation of the extracellular matrix', 'O-glycosylation of TSR domain-containing proteins']"
Adamts6,-0.24235505,0.08715534,3,['O-glycosylation of TSR domain-containing proteins']
Adamts7,-0.22448456,0.046443783,3,['O-glycosylation of TSR domain-containing proteins']
Adamts9,-0.20550984,0.06414885,3,['O-glycosylation of TSR domain-containing proteins']
Adamtsl1,-0.15412776,0.12745474,3,['O-glycosylation of TSR domain-containing proteins']
Adamtsl2,-0.19459498,0.09527211,3,['O-glycosylation of TSR domain-containing proteins']
Adamtsl3,-0.27660486,0.004380982,3,['O-glycosylation of TSR domain-containing proteins']
Adamtsl4,-0.25436068,-0.04934356,3,['O-glycosylation of TSR domain-containing proteins']
Adamtsl5,-0.29859886,0.0438289,3,['O-glycosylation of TSR domain-containing proteins']
Adar,0.03337915,0.3951245,0,"['C6 deamination of adenosine', 'Formation of editosomes by ADAR proteins']"
Adarb1,-0.11167925,-0.06522022,0,"['C6 deamination of adenosine', 'Formation of editosomes by ADAR proteins']"
Adcy1,0.19239995,-0.2697258,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy10,0.20211405,-0.26859826,2,"[""Hedgehog 'off' state""]"
Adcy3,0.1017525,-0.46035454,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy4,0.2608055,-0.26794398,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy5,0.23561943,-0.36274868,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'Adrenaline,noradrenaline inhibits insulin secretion', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy7,0.18010123,-0.21321256,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy8,0.19542666,-0.25365144,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcy9,0.16286665,-0.16963701,2,"['PKA activation', 'Adenylate cyclase activating pathway', 'Adenylate cyclase inhibitory pathway', 'G alpha (z) signalling events', ""Hedgehog 'off' state""]"
Adcyap1,-0.012746614,-0.33701116,2,"['G alpha (s) signalling events', 'Glucagon-type ligand receptors']"
Adcyap1r1,0.20994978,-0.25283548,2,"['G alpha (s) signalling events', 'Glucagon-type ligand receptors']"
Add1,0.23525591,-0.0035204415,2,"['Caspase-mediated cleavage of cytoskeletal proteins', 'Miscellaneous transport and binding events']"
Add2,0.0884661,-0.007241729,3,['Miscellaneous transport and binding events']
Add3,0.0023663328,0.01635284,0,"['Miscellaneous transport and binding events', 'RHOD GTPase cycle', 'RHOF GTPase cycle']"
Adgre1,0.34030846,-0.35250068,2,['Class B/2 (Secretin family receptors)']
Adgrf5,-0.21846406,-0.12135657,3,['Surfactant metabolism']
Adgrg3,-0.16289286,0.22034937,3,['Neutrophil degranulation']
Adgrg6,0.06019177,-0.19188222,2,['EGR2 and SOX10-mediated initiation of Schwann cell myelination']
Adh1,-0.32560408,-0.087661564,3,"['Abacavir metabolism', 'RA biosynthesis pathway', 'Ethanol oxidation']"
Adh4,-0.2955942,-0.13803253,0,"['RA biosynthesis pathway', 'Ethanol oxidation']"
Adh5,-0.26287112,-0.09975909,0,['Ethanol oxidation']
Adh7,-0.25811237,-0.0071237385,0,['Ethanol oxidation']
Adhfe1,-0.40637988,0.123338334,0,['Interconversion of 2-oxoglutarate and 2-hydroxyglutarate']
Adi1,-0.39949992,0.3505699,3,['Methionine salvage pathway']
Adipoq,0.31347024,-0.30118743,2,['AMPK inhibits chREBP transcriptional activation activity']
Adipor1,0.0027556436,-0.11298069,2,['AMPK inhibits chREBP transcriptional activation activity']
Adipor2,-0.042779464,-0.055121087,0,['AMPK inhibits chREBP transcriptional activation activity']
Adk,-0.16729204,-0.02929361,0,['Purine salvage']
Adm,-0.2509843,-0.110892035,3,"['G alpha (s) signalling events', 'Calcitonin-like ligand receptors']"
Adm2,-0.12497767,-0.22661068,3,"['G alpha (s) signalling events', 'Calcitonin-like ligand receptors']"
Ado,-0.2494137,0.04598024,3,['Degradation of cysteine and homocysteine']
Adora1,0.041621484,-0.12911189,2,"['Adenosine P1 receptors', 'G alpha (i) signalling events']"
Adora2a,-0.01904629,-0.07015234,0,"['Adenosine P1 receptors', 'G alpha (s) signalling events', 'Surfactant metabolism']"
Adora2b,0.20336612,-0.2071676,2,"['Adenosine P1 receptors', 'G alpha (s) signalling events', 'Surfactant metabolism']"
Adprm,-0.40909326,0.018177347,3,['Phosphate bond hydrolysis by NUDT proteins']
Adprs,-0.1706476,-0.19688614,3,['POLB-Dependent Long Patch Base Excision Repair']
Adra1a,-0.10656606,-0.20159806,3,"['Adrenoceptors', 'G alpha (q) signalling events', 'G alpha (12/13) signalling events']"
Adra2a,0.027486237,-0.36882713,2,"['Adrenoceptors', 'Adrenaline signalling through Alpha-2 adrenergic receptor', 'Adrenaline,noradrenaline inhibits insulin secretion', 'G alpha (i) signalling events', 'G alpha (z) signalling events', 'Surfactant metabolism']"
